NL #,natural language,alternative Lnaguage name,birth city,birth state,country,age,gender,onset age,english residence,LOR,learning style,sound file name,ethnologue code,notes,,,
53,spanish,,bogota,,colombia,33,male,6,usa,1.2,academic,spanish53.mp3,spa,9-Aug-07,,,
232,english,,metairie,louisiana,usa,32,female,0,usa,32,naturalistic,english232.mp3,eng,24-Aug-07,,,
236,english,,st. charles,illinois,usa,44,male,0,usa,34,naturalistic,english236.mp3,eng,24-Aug-07,,,
54,spanish,,vina del mar,,chile,25,male,18,usa,1,academic,spanish54.mp3,spa,30-Aug-07,,,
237,english,,jeffersonville,ohio,usa,22,female,0,usa,22,naturalistic,english237.mp3,eng,"30 august, 2007",,,
238,english,,vancouver,british  columbia,canada,21,female,0,canada,21,naturalistic,english238.mp3,eng,4-Sep-07,,,
587,english,NULL,philadelphia,pennsylvania,usa,27,female,0,usa,27,naturalisstic,english587.mp3,eng,12 september 2016.  LING523,,,
239,english,,fort kobbe,,panama,19,male,0,usa,18,naturalistic,english239.mp3,eng,"14 september, 2007",,,
20,french,,alma,quebec,canada,23,male,12,uk,2,academic,french20.mp3,fra,"17 september, 2007",,,
6,tagalog,,quezon city,,philippines,20,male,4,philippines,20,academic,tagalog6.mp3,tgl,17 sept. 2007,,,
17,portuguese,,salinas,,brazil,18,male,15,usa,3,naturalistic,portuguese17.mp3,por,"19 september, 2007",,,
3,nepali,,dharan,,nepal,36,male,4,usa,10,academic,nepali3.mp3,nep,19-Sep-07,,,
3,bosnian,,sarajevo,,bosnia and herzegovina,25,female,12,usa,1.5,academic,bosnian3.mp3,bos,19-Sep-07,,,
3,kurdish,kurdi,sulaymaniyah,,iraq,33,female,12,usa,10,academic,kurdish3.mp3,ckb,19-Sep-07,,,
55,spanish,,tandil,,argentina,36,male,9,usa,3.2,academic,spanish55.mp3,spa,"21 september, 2007",,,
21,french,,amiens,,france,20,male,9,uk,0.5,academic,french21.mp3,fra,25-Sep-07,,,
18,portuguese,,almada,,portugal,50,female,12,usa,10,academic,portuguese18.mp3,por,20-Sep-07,,,
6,greek,,igoumenitsa,,greece,62,female,12,usa,44,academic,greek6.mp3,ell,22-Sep-07,,,
3,icelandic,,reykjavik,,iceland,36,female,20,usa,7,naturalistic,icelandic3.mp3,isl,22-Sep-07,,,
240,english,,guelph,ontario,canada,26,male,0,canada,26,naturalistic,english240.mp3,eng,"3 october, 2007",,,
4,lithuanian,,klaipeda,,lithuania,23,female,12,,0,academic,lithuanian4.mp3,lit,"9 october, 2007",,,
241,english,,wanganui,,new zealand,52,female,0,new zealand,29,naturalistic,english241.mp3,eng,"10 october, 2007.  residence: lived most of life in portugal and hong kong.",,,
242,english,,laurel,mississippi,usa,77,female,0,usa,77,naturalistic,english242.mp3,eng,13-Oct-07,,,
1,vlaams,flemish,tervuren,,belgium,24,male,7,,0,naturalistic,vlaams1.mp3,vls,20-Oct-07,,,
243,english,,fredericton,new brunswick,canada,27,male,0,canada,27,naturalistic,english243.mp3,eng,"22 october, 2007",,,
244,english,,san francisco,california,usa,23,male,0,usa,13,naturalistic,english244.mp3,eng,"23 october, 2007",,,
22,french,,ghent,,belgium,78,female,16,usa,18,academic,french22.mp3,fra,12-Nov-07,,,
23,french,,ghent,,belgium,76,female,16,,0,academic,french23.mp3,fra,12-Nov-07,,,
245,english,,pittsburgh,pennsylvania,usa,25,male,0,usa,22,naturalistic,english245.mp3,eng,17-Nov-07,,,
246,english,,los angeles,california,usa,32,male,0,usa,32,naturalistic,english246.mp3,eng,24-Nov-07,,,
2,uyghur,,kashgar,,china,34,female,32,usa,2,naturalistic,uyghur2.mp3,uig,25-Nov-07,,,
10,japanese,,hakodate,,japan,26,female,12,usa,4,academic,japanese10.mp3,jpn,25-Nov-07,,,
6,taiwanese,chinese,tai chung,,taiwan,33,female,13,usa,2.5,academic,taiwanese6.mp3,nan,28-Nov-07,,,
19,portuguese,,florianopolis,,brazil,32,male,4,"brazil, canada, usa",32,naturalistic,portuguese19.mp3,por,"10 december 2007.
subject lives in a neofranciscan colony in florianopolis.  english is spoken there.  many southern english varieties also.  canada and usa for only 2 years.",,,
4,nepali,,pokhara,,nepal,25,male,5,usa,2,academic,nepali4.mp3,nep,14-Dec-07,,,
18,russian,,komsomolsk-on-amur,,russia,23,male,13,usa,1,academic,russian18.mp3,rus,16-Dec-07,,,
24,french,,mostaganem,,algeria,47,male,13,,0,academic,french24.mp3,fra,18-Dec-07,,,
20,portuguese,,campinas,,brazil,21,male,10,,0,academic,portuguese20.mp3,por,20-Dec-07,,,
19,russian,,zhezkazgan,,kazakhstan,40,male,17,usa,7,academic,russian19.mp3,rus,31-Dec-07,,,
247,english,,prince rupert,british columbia,canada,33,male,0,canada,25,naturalistic,english247.mp3,eng,8 january 2008,  living 8 years in japan,,
4,punjabi,panjabi,moga,,india,33,female,3,australia,3,academic,punjabi4.mp3,pan,12-Jan-08,,,
3,marathi,,bombay,,india,31,male,2,australia,4,academic,marathi3.mp3,mar,12-Jan-08,,,
56,spanish,,monterrey,,mexico,22,male,8,,0,academic,spanish56.mp3,spa,12-Jan-08,,,
15,italian,,forli,,italy,48,male,15,uk,6,academic,italian15.mp3,ita,12-Jan-08,,,
248,english,,philadelphia,pennsylvania,usa,18,female,0,usa,18,naturalistic,english248.mp3,eng,"16 january 2008
some friends think she has a lisp",,,
9,polish,,ostroleka,,poland,23,female,15,usa,1,academic,polish9.mp3,pol,"18 january, 2008",,,
10,polish,,wolanow,,poland,30,female,15,usa,6,academic,polish10.mp3,pol,"21 january, 2008",,,
11,polish,,warsaw,,poland,56,female,10,usa,5,academic,polish11.mp3,pol,"23 january, 2008",,,
2,ukrainian,,akhtyrka,,ukraine,53,female,44,usa,10,academic,ukrainian2.mp3,ukr,7-Dec-07,,,
5,hindi,hindi-urdu,hubballi,karnataka,india,64,female,10,usa,40,academic,hindi5.mp3,hin,18-Jan-08,,,
5,hungarian,,budapest,,hungary,29,female,27,usa,2,academic,hungarian5.mp3,hun,"22 january, 2008",,,
6,dutch,,brussels,,belgium,46,female,10,usa,25,academic,dutch6.mp3,nld,22-Jan-08,,,
8,bulgarian,,sofia,,bulgaria,31,female,8,usa,6,academic,bulgarian8.mp3,bul,"18 january, 2008",,,
3,armenian,,yerevan,,armenia,54,female,12,usa,6,academic,armenian3.mp3,hye,11-Dec-07,,,
249,english,,boston,massachusetts,usa,29,female,0,usa,29,naturalistic,english249.mp3,eng,"25 january, 2008",,,
4,yoruba,,lagos,,nigeria,46,male,12,"nigeria, usa",15,academic,yoruba4.mp3,yor,"3 february 2008
residence:  nigeria for 31 years",,,
250,english,,chester,england,uk,19,male,0,uk,19,naturalistic,english250.mp3,eng,8-Feb-08,,,
3,swiss german,,muri,aargau,switzerland,30,male,13,"scotland, egnland, canada",0.5,academic,swissgerman3.mp3,gsw,"10 february 2008.
residence:  scotland 2 months, england 1 month, canada 3 months.",,,
4,urdu,,kuwait city,,kuwait,29,male,4,usa,0.5,academic,urdu4.mp3,urd,11-Feb-08,,,
251,english,,mt. kisco,new york,usa,21,male,0,usa,21,naturalistic,english251.mp3,eng,16-Feb-08,,,
252,english,,san jose ca,california,usa,25,female,0,usa,25,naturalistic,english252.mp3,eng,20-Feb-08,,,
253,english,,dublin,,ireland,21,male,0,ireland,21,naturalistic,english253.mp3,eng,24-Feb-08,,,
254,english,,eugene,oregon,usa,39,male,0,usa,39,naturalistic,english254.mp3,eng,"26 february, 2008",,,
255,english,,oamaru,,new zealand,24,female,0,new zealand,24,naturalistic,english255.mp3,eng,"26 february, 2008",,,
25,french,,st. louis fr,,france,20,male,12,uk,0.1,academic,french25.mp3,fra,28-Feb-08,,,
256,english,,laurinburg,north carolina,usa,23,male,0,usa,23,naturalistic,english256.mp3,eng,"4 march, 2008
residence:  currently in brooklyn, NY.",,,
15,cantonese,chinese,qingyuan,guangdong,china,31,female,12,usa,5.5,academic,cantonese15.mp3,yue,"4 march 2008;
lived in Hakka speaking area as a child.",,,
257,english,,san diego,california,usa,24,male,0,usa,24,naturalistic,english257.mp3,eng,5-Mar-08,,,
3,ukrainian,,odessa,,ukraine,55,female,12,usa,14,academic,ukrainian3.mp3,ukr,"22 february, 2008.
also considers herself native in russian",,,
12,romanian,,chisinau,,moldova,38,female,12,usa,7,academic,romanian12.mp3,ron,"22 february 2008
considers herself native in russian",,,
6,hindi,hindi-urdu,new delhi,,india,27,female,4,usa,1,academic,hindi6.mp3,hin,"4 march, 2008",,,
7,hindi,hindi-urdu,allahabad,utter pardesh,india,60,female,5,usa,30,academic,hindi7.mp3,hin,"4 march, 2008",,,
4,albanian,,mitrovice,,kosovo,33,male,28,usa,5,academic,albanian4.mp3,aln,5-Mar-08,,,
258,english,,kilkenny,,ireland,24,male,0,ireland,23,naturalistic,english258.mp3,eng,"8 march 2008. 
born in kilkenny but spent first 18 years in tipperary ireland",,,
259,english,,singapore,,singapore,23,male,0,singapore,23,naturalistic,english259.mp3,eng,9-Mar-08,,,
260,english,,phoenix,arizona,usa,18,female,0,usa,18,naturalistic,english260.mp3,eng,14-Mar-08,,,
18,mandarin,chinese,taoyuan,,taiwan,29,female,13,,0,academic,mandarin18.mp3,cmn,13-Mar-08,,,
5,finnish,,victoria,british columbia,canada,30,male,5,canada,30,,finnish5.mp3,fin,20 march 2008 parents spoke finish to him.  started english at age 5 in school.,,,
16,cantonese,chinese,hong kong,,china,29,female,3,"usa, australia",4,academic,cantonese16.mp3,yue,24-Mar-08,,,
261,english,,forestville,maryland,usa,59,female,0,usa,59,naturalistic,english261.mp3,eng,6-Apr-08,,,
262,english,,naylor,maryland,usa,60,male,0,usa,60,naturalistic,english262.mp3,eng,6-Apr-08,,,
5,kiswahili,swahili,tanga,,tanzania,56,female,4,"uganda, usa",8.5,naturalistic,kiswahili5.mp3,swh,"27 march, 2008
residence: 5 years uganda, 3.5 years usa",,,
17,cantonese,chinese,hong kong,,china,26,female,3,"uk, usa",15,academic,cantonese17.mp3,yue,"28 march 2008.
residence: 3 years uk, 12 years usa",,,
4,czech,,prague,,czech republic,57,female,15,usa,16,academic,czech4.mp3,ces,31-Mar-08,,,
6,hungarian,,budapest,,hungary,38,female,14,"usa,uk",7,academic,hungarian6.mp3,hun,"3 april 2008.
residence 6 years in usa",,,
16,german,,bremen,,germany,31,female,11,"uk, usa",4,academic,german16.mp3,deu,"4 april 2008.
residence:  2 years uk, 2 years usa",,,
17,german,,frankfurt,,germany,53,female,10,usa,8,academic,german17.mp3,deu,4 april 2008.,,,
12,polish,,warsaw,,poland,40,male,20,usa,6,naturalistic,polish12.mp3,pol,4-Apr-08,,,
263,english,,oak forest,illinois,usa,21,male,0,usa,21,naturalistic,english263.mp3,eng,"17 april 2008.
actually born in orange, ca.  but moved to oak forest when 8 months old.",,,
18,cantonese,chinese,hong kong,,china,19,male,3,,0,academic,cantonese18.mp3,yue,19-Apr-08,,,
57,spanish,,montevideo,,uruguay,33,male,11,"ireland, usa",6,academic,spanish57.mp3,spa,19 april 2008.,,,
6,kiswahili,swahili,dar-es-salaam,,tanzania,32,female,8,usa,9,academic,kiswahili6.mp3,swh,23-Apr-08,,,
2,macedonian,,stip,,macedonia,24,male,15,usa,2,academic,macedonian2.mp3,mkd,23-Apr-08,,,
264,english,,freemont,california,usa,21,male,0,usa,21,naturalistic,english264.mp3,eng,23-Apr-08,,,
265,english,,vancouver wa,washington,usa,31,male,0,usa,27,naturalistic,english265.mp3,eng,24-Apr-08,,,
21,portuguese,,sao paulo,,brazil,23,male,17,,0,academic,portuguese21.mp3,por,26-Apr-08,,,
14,korean,,kota kinabalu,,malaysia,22,female,8,usa,4,academic,korean14.mp3,kor,27-Apr-08,,,
18,german,,bad aussee,,austria,29,male,6,australia,7,academic,german18.mp3,deu,29-Apr-08,,,
12,serbian,,vranje,,serbia,25,female,11,usa,2,academic,serbian12.mp3,srp,28-Apr-08,,,
7,dutch,,amsterdam,,netherlands,68,male,10,usa,4,academic,dutch7.mp3,nld,28-Apr-08,,,
8,dutch,,alphen aan de ryn,,netherlands,35,female,12,usa,0.1,academic,dutch8.mp3,nld,28-Apr-08,,,
9,dutch,,almelo,,netherlands,68,female,12,usa,3,academic,dutch9.mp3,nld,28-Apr-08,,,
7,thai,,phrae,,thailand,26,female,10,usa,2.8,academic,thai7.mp3,tha,26-Apr-08,,,
266,english,,san diego,california,usa,18,male,0,usa,18,,english266.mp3,eng,2-May-08,,,
267,english,,leeds,,uk,66,male,0,uk,66,naturalistic,english267.mp3,eng,30-Apr-08,,,
268,english,,leeds,,uk,67,female,0,uk,67,naturalistic,english268.mp3,eng,30-Apr-08,,,
269,english,,adelaide,,australia,22,female,0,"australia, uk, usa",22,naturalistic,english269.mp3,eng,9-May-08,,,
270,english,,cape town,,south africa,29,male,0,south africa,29,naturalistic,english270.mp3,eng,9-May-08,,,
271,english,,cape town,,south africa,32,female,0,south africa,32,naturalistic,english271.mp3,eng,11-May-08,,,
272,english,,dallas,texas,usa,20,male,0,usa,20,naturalistic,english272.mp3,eng,"13 may 2008.
residence: last 10 years living in minnesota.",,,
58,spanish,,bogota,,colombia,31,male,18,usa,2,academic,spanish58.mp3,spa,22-May-08,,,
273,english,,blue bell,pennsylvania,usa,46,male,0,usa,46,naturalistic,english273.mp3,eng,27-May-08,,,
59,spanish,,mayaguez,,puerto rico,31,female,5,usa,26,naturalistic,spanish59.mp3,spa,29-May-08,,,
274,english,,sydney,,australia,25,female,0,australia,25,naturalistic,english274.mp3,eng,"6 june, 2008",,,
8,hindi,hindi-urdu,imphal,,india,19,male,8,usa,0.75,academic,hindi8.mp3,hin,10-Jun-08,,,
20,russian,,kostanai,,kazakhstan,28,female,17,,0,academic,russian20.mp3,rus,16-Jun-08,,,
275,english,,clifton,new jersey,usa,20,female,0,usa,20,naturalistic,english275.mp3,eng,19-Jun-08,,,
10,dutch,flemish,essen,,belgium,39,male,12,,0,naturalistic,dutch10.mp3,nld,23-Jun-08,,,
1,hainanese,chinese,singapore,,singapore,45,male,7,australia,1,academic,hainanese1.mp3,nan,23-Jun-08,,,
60,spanish,,santiago-dr,,dominican republic,18,female,9,usa,10,naturalistic,spanish60.mp3,spa,23-Jun-08,,,
19,mandarin,chinese,qinzhou,guangxi,china,27,male,13,australia,0.33,academic,mandarin19.mp3,cmn,22-Jun-08,,,
26,french,,montreal,quebec,canada,27,female,11,"usa, canada",4,naturalistic,french26.mp3,fra,"3 july, 2008",,,
276,english,,chattanooga,tennessee,usa,50,female,0,usa,50,naturalistic,english276.mp3,eng,8 july 2008,   lived in atlanta for the last 25 years,,
277,english,,hudson,new york,usa,48,female,0,usa,42,naturalistic,english277.mp3,eng,7 july 2008,   lived in germany for 6 years,,
22,arabic,,abu dhabi,,united arab emirates,23,female,10,,0,academic,arabic22.mp3,afb,8-Jul-08,,,
278,english,,augusta,georgia,usa,18,female,0,usa,18,naturalistic,english278.mp3,eng,11-Jul-08,,,
279,english,,singapore,,singapore,30,female,0,singapore,30,naturalistic,english279.mp3,eng,16-Jul-08,,,
9,bulgarian,,ruse,,bulgaria,31,female,10,usa,9,academic,bulgarian9.mp3,bul,5-May-08,,,
61,spanish,,azuaga,,spain,67,male,39,usa,30,naturalistic,spanish61.mp3,spa,2-May-08,,,
62,spanish,,buenos aires,,argentina,63,female,19,usa,41,academic,spanish62.mp3,spa,5-May-08,,,
18,turkish,,stuttgart,,germany,27,male,9,usa,2,academic,turkish18.mp3,tur,20-Jun-08,,,
23,arabic,,al mahalla,,egypt,42,male,13,usa,8,academic,arabic23.mp3,arz,2-May-08,,,
19,german,,offenbach,,germany,19,female,11,usa,0.1,academic,german19.mp3,deu,18-Jun-08,,,
11,dutch,,brugge,,belgium,41,male,14,usa,5,academic,dutch11.mp3,nld,30-May-08,,,
13,romanian,,babadag,,romanian,46,male,12,"uk, usa",14,academic,romanian13.mp3,ron,"3 may 2008.
residence: 1 yr. in uk; 13 yrs. in usa.",,,
20,mandarin,,ping tong,,taiwan,40,female,12,usa,5,academic,mandarin20.mp3,cmn,9-Jul-08,,,
27,french,,algiers,,algeria,38,female,12,usa,8,academic,french27.mp3,fra,21-May-08,,,
22,portuguese,,luanda,,angola,43,female,17,usa,15,naturalistic,portuguese22.mp3,por,30-Apr-08,,,
7,kiswahili,swahili,dar-es-salaam,,tanzania,52,female,5,"uk, usa",27,academic,kiswahili7.mp3,swh,"22 april 2008.
residence: 7 yrs. uk; 20 yrs. usa.",,,
280,english,,ramsey,,isle of man,19,female,0,isle of man,19,naturalistic,english280.mp3,eng,17-Jul-08,,,
20,german,,chur,,switzerland,41,male,16,usa,0.5,academic,german20.mp3,deu,"22 july, 2008",,,
281,english,,ramsey mn,minnesota,usa,23,male,0,usa,23,naturalistic,english281.mp3,eng,29-Jul-08,,,
23,portuguese,NULL,curitiba,NULL,brazil,29,female,10,south africa,1,academic,portuguese23.mp3,por,5-Aug-08,,,
282,english,,tampa,florida,usa,20,male,0,usa,20,naturalistic,english282.mp3,eng,12-Aug,,,
4,ukrainian,NULL,kiev,NULL,ukraine,18,male,8,NULL,0,academic,ukrainian4.mp3,ukr,12-Aug-08,,,
7,hebrew,NULL,jerusalem,NULL,israel,52,male,12,usa,40,naturalistic,hebrew7.mp3,heb,12-Aug-08,,,
16,italian,NULL,mantua,NULL,italy,40,male,14,usa,9,academic,italian16.mp3,ita,31-Jul-08,,,
4,bosnian,NULL,travnik,NULL,bosnia and herzegovina,20,male,11,usa,1.3,academic,bosnian4.mp3,bos,2-Aug-08,,,
5,bosnian,NULL,travnik,NULL,bosnia and herzegovina,25,female,6,usa,0.4,academic,bosnian5.mp3,bos,2-Aug-08,,,
13,serbian,NULL,teslic,NULL,bosnia and herzegovina,25,female,11,usa,2.75,academic,serbian13.mp3,srp,2-Aug-08,,,
5,albanian,NULL,vlore,NULL,albania,31,male,11,usa,8,academic,albanian5.mp3,aln,2-Aug-08,,,
4,armenian,NULL,tbilisi,NULL,republic of georgia,27,female,12,usa,4.5,academic,armenian4.mp3,hye,6-Aug-08,,,
3,macedonian,NULL,stip,NULL,macedonia,24,male,11,usa,0.2,academic,macedonian3.mp3,mkd,7-Aug-08,,,
4,macedonian,NULL,stip,NULL,macedonia,21,male,11,"uk, usa",2.75,academic,macedonian4.mp3,mkd,"7 august 2008;  residence: 4 months uk, 2.5 years, usa",,,
4,croatian,NULL,rijeka,NULL,croatia,38,male,11,usa,1,academic,croatian4.mp3,hrv,7-Aug-08,,,
283,english,NULL,pelham,new york,usa,18,male,0,usa,18,naturalistic,english283.mp3,eng,18-Aug-08,,,
284,english,NULL,gainesville,florida,usa,33,male,0,usa,33,naturalistic,english284.mp3,eng,19-Aug-08,,,
5,urdu,NULL,karachi,NULL,pakistan,23,male,12,usa,8.5,academic,urdu5.mp3,urd,"25 august, 2008",,,
21,russian,NULL,moscow,NULL,russia,46,female,10,usa,11,academic,russian21.mp3,rus,"24 july, 2008",,,
5,ukrainian,NULL,kiev,NULL,ukraine,18,male,10,NULL,0,academic,ukrainian5.mp3,ukr,3-Sep-08,,,
12,dutch,NULL,oosterbeek,NULL,netherlands,36,male,10,usa,0.5,academic,dutch12.mp3,nld,29-Aug-08,,,
28,french,NULL,port-au-prince,NULL,haiti,35,female,11,usa,10,naturalistic,french28.mp3,fra,28-Aug-08,,,
13,polish,NULL,gryfino,western pomerania,poland,22,male,14,"canada, usa",1.3,naturalistic,polish13.mp3,pol,9-Sep-08,,,
63,spanish,NULL,la coruna,NULL,spain,32,female,10,"uk, usa",4,academic,spanish63.mp3,spa,"11 september 2008.  residence: 2 years uk, 2 years usa",,,
24,portuguese,NULL,santos,NULL,brazil,22,female,11,NULL,0,academic,portuguese24.mp3,por,10-Sep-08,,,
285,english,NULL,melbourne,NULL,australia,50,male,0,"australia, hong kong, usa",50,naturalistic,english285.mp3,eng,13-Sep-08,,,
64,spanish,NULL,medellin,NULL,colombia,28,male,12,NULL,0,academic,spanish64.mp3,spa,13-Sep-08,,,
3,pashto,NULL,kandahar,NULL,afghanistan,36,female,7,usa,17,naturalistic,pashto3.mp3,pbt,15-Sep-08,,,
2,latvian,NULL,riga,NULL,latvia,70,female,11,"india, usa",57,naturalistic,latvian2.mp3,lav,15 september 2008.  residence: 40 years india, 17 years usa.,,
10,bulgarian,NULL,dobrich,NULL,bulgaria,21,female,15,usa,2.5,academic,bulgarian10.mp3,bul,13-Sep-08,,,
11,bulgarian,NULL,dobrich,NULL,bulgaria,24,male,16,usa,2.5,academic,bulgarian11.mp3,bul,13-Sep-08,,,
1,jamaican creole english,patois,cave valley,NULL,jamaica,69,male,7,"jamaica, usa",69,naturalistic,jamaican_creole_english1.mp3,jam,20 september 2008. residence: 39 years jamaica, 30 years usa.,,
3,dari,eastern farsi,kabul,NULL,afghanistan,20,male,12,usa,8,academic,dari3.mp3,prs,20-Sep-08,,,
5,bambara,bamanankan,segou,NULL,mali,23,female,21,usa,1,academic,bambara5.mp3,bam,19-Sep-08,,,
24,arabic,NULL,cairo,NULL,egypt,40,male,7,uk,3,academic,arabic24.mp3,arz,19-Sep-08,,,
19,turkish,NULL,istanbul,NULL,turkey,25,male,18,usa,0.7,academic,turkish19.mp3,tur,19-Sep-08,,,
25,portuguese,NULL,rio de janeiro,NULL,brazil,20,female,18,usa,1,academic,portuguese25.mp3,por,19-Sep-08,,,
14,romanian,NULL,costesti,NULL,moldova,25,female,13,usa,2,academic,romanian14.mp3,ron,19-Sep-08,,,
2,ga,NULL,accra,NULL,ghana,38,female,4,usa,12,academic,ga2.mp3,gaa,19-Sep-08,,,
2,ewe,NULL,accra,NULL,ghana,37,female,5,usa,12,academic,ewe2.mp3,ewe,19-Sep-08,,,
3,ga,NULL,accra,NULL,ghana,60,female,5,usa,1,academic,ga3.mp3,gaa,19-Sep-08,,,
286,english,NULL,beaumont,texas,usa,21,female,0,usa,21,naturalistic,english286.mp3,eng,19-Sep-08,,,
1,kambaata,kembata,hosanna,NULL,ethiopia,36,male,9,usa,12,academic,kambaata1.mp3,ktb,23-Sep-08,,,
1,akan,twi,accra,NULL,ghana,41,male,5,"ghana, usa",41,academic,akan1.mp3,aka,"25 september 2008. residence: 27 years ghana, 14 years usa",,,
15,romanian,NULL,bucharest,NULL,romania,27,female,8,NULL,0,naturalistic,romanian15.mp3,ron,6-Oct-08,,,
287,english,NULL,singapore,NULL,singapore,27,female,0,singapore,27,naturalistic,english287.mp3,eng,9-Oct-08,,,
288,english,NULL,st. louis,missouri,usa,26,female,0,usa,26,naturalistic,english288.mp3,eng,9-Oct-08,,,
289,english,NULL,fairfax,virginia,usa,19,female,0,usa,19,naturalistic,english289.mp3,eng,9-Oct-08,,,
21,mandarin,chinese,chengdu,sichuan,china,38,female,9,usa,13,academic,mandarin21.mp3,cmn,24-Sep-08,,,
6,amharic,NULL,addis ababa,NULL,ethiopia,31,female,4,usa,1,academic,amharic6.mp3,amh,15-Oct-08,,,
290,english,NULL,duluth,georgia,usa,20,male,0,usa,20,naturalistic,english290.mp3,eng,18-Oct-08,,,
14,serbian,montenegrin,podgorica,NULL,montenegro,26,female,20,usa,1,academic,serbian14.mp3,srp,12-Oct-08,,,
7,amharic,NULL,addis ababa,NULL,ethiopia,38,male,13,"kenya, usa",10,academic,amharic7.mp3,amh,"12 october 2008; residence: 5 years kenya, 5 years usa",,,
8,amharic,NULL,addis ababa,NULL,ethiopia,30,female,12,usa,20,academic,amharic8.mp3,amh,12-Oct-08,,,
9,amharic,NULL,addis ababa,NULL,ethiopia,40,male,12,"kenya, usa",7,academic,amharic9.mp3,amh,"12 october 2008; residence: 5 years kenya, 2 years usa",,,
